video_duration_s,video_width,video_height,video_fps,video_nb_frames,video_bitrate,video_file_size,video_aspect_ratio,face_detect_ratio,face_area_mean,face_area_std,blink_ratio,head_motion_mean,mouth_open_mean,au04_brow_furrow_proxy_mean,au04_brow_furrow_proxy_std,au12_smile_proxy_mean,speech_frame_ratio,speech_au04_brow_furrow_proxy_mean,speech_au12_smile_proxy_mean,speech_mouth_open_mean,speech_head_motion_mean,gaze_horizontal_abs_mean,gaze_vertical_abs_mean,gaze_offcenter_ratio,speech_gaze_horizontal_abs_mean,speech_gaze_vertical_abs_mean,speech_gaze_offcenter_ratio,openface_available,openface_conf_mean,openface_success_ratio,openface_au04_r_mean,openface_au04_c_mean,openface_au12_r_mean,openface_au12_c_mean,openface_gaze_angle_x_mean,openface_gaze_angle_y_mean,openface_gaze_offcenter_ratio,openface_pose_rx_mean,openface_pose_ry_mean,openface_pose_rz_mean,openface_speech_au04_r_mean,openface_speech_au12_r_mean,openface_speech_gaze_angle_x_mean,openface_speech_gaze_angle_y_mean,openface_pause_au04_r_mean,openface_pause_au12_r_mean,openface_pause_gaze_angle_x_mean,openface_pause_gaze_angle_y_mean,openface_speech_pause_au04_r_gap,openface_speech_pause_au12_r_gap,openface_speech_pause_gaze_x_gap,openface_speech_pause_gaze_y_gap,split,user_id,question_id
86.82,640.0,480.0,30.0,2604.0,313679.0,4883884.0,1.3333333333333333,1.0,0.1583526401234003,0.003356430109225314,0.03225806451612903,0.020410720954885355,0.03946580741697575,7.7176590705046975,0.5761342899736852,0.345115178906743,0.8087557603686636,7.767792807200964,0.3435796204136843,0.04058915798906869,0.021498964516796136,0.02620431567360207,0.15262896268699386,0.029953917050691243,0.024444248088394165,0.15467560520761428,0.03418803418803419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5ba3de31fcf3440001cd4bc1,q4
85.3,640.0,480.0,30.0,2559.0,304684.0,4703778.0,1.3333333333333333,1.0,0.1576241060573924,0.002576423464738902,0.02810304449648712,0.019104363759245967,0.037560264911086695,7.573318564776033,0.5659923422325648,0.34176871959193916,0.8688524590163934,7.620205190940423,0.34056733607497763,0.038543662984342905,0.019286295853920155,0.03458000051622727,0.10723833830417297,0.0234192037470726,0.0352201239488312,0.09947116874666614,0.02425876010781671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5ba3de31fcf3440001cd4bc1,q5
86.46,640.0,480.0,30.0,2593.0,315883.0,4887531.0,1.3333333333333333,1.0,0.15542057523450759,0.0036299367751700734,0.03926096997690531,0.021302252934069066,0.03657422358315912,7.660983532900166,0.6153013167252184,0.3395401163185835,0.7944572748267898,7.726603154207198,0.33832382069891276,0.03728478197980501,0.02184157180660542,0.033024847682876474,0.32459789942276385,0.04387990762124711,0.03204678424833192,0.3616115690211531,0.0436046511627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5ba3de31fcf3440001cd4bc1,q6
59.4,640.0,480.0,30.0,1782.0,599398.0,5467858.0,1.3333333333333333,1.0,0.16328223676523387,0.0082601164424452,0.0,0.012043653879739352,0.029394059847597697,7.483613926224561,0.28314277742220945,0.3593880708650111,0.9393939393939394,7.466239155270482,0.35907603631892265,0.030079007348010094,0.011670366934172843,0.059681202872893614,0.11560313980618768,0.0,0.059476263963962966,0.11613281083768565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bb9230a8869b10001012321,q1
60.19,640.0,480.0,30.0,1805.0,634033.0,5800641.0,1.3333333333333333,1.0,0.17042041981441888,0.007976252148664756,0.0,0.016262489870254145,0.0242714786022708,7.225586934059712,0.27326399147432945,0.3550392025994808,0.8903654485049833,7.2317025014087415,0.35440300810873815,0.024542780390892485,0.016532731361352415,0.04184395217345673,0.13980436680898486,0.006644518272425249,0.04312345410016526,0.14242126581670392,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bb9230a8869b10001012321,q2
37.86,640.0,480.0,30.0,1135.0,659242.0,3766929.0,1.3333333333333333,1.0,0.18071143714638643,0.014671972786165385,0.021052631578947368,0.018275474210653463,0.030660627178960738,6.861697695243547,0.3127155222938776,0.3596337521624071,0.8210526315789474,6.858472679652702,0.35995153276127423,0.03175584732705694,0.016783766391841096,0.0466587000756571,0.26845230690629396,0.2,0.04581635340935167,0.26756635385447713,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bb9230a8869b10001012321,q3
60.72,640.0,480.0,30.0,1821.0,719696.0,6500727.0,1.3333333333333333,1.0,0.1895849816989401,0.007136006969229743,0.03289473684210526,0.022613999021176574,0.03304289877546525,6.950592372846697,0.42620929236033306,0.35657809477456204,0.944078947368421,6.943071625882248,0.35645934966924064,0.033593686739678115,0.022431137610551644,0.0514285875484105,0.2578416109553783,0.19736842105263158,0.05055379040941129,0.25966513108543254,0.20557491289198607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bb9230a8869b10001012321,q4
42.26,640.0,480.0,30.0,1267.0,404968.0,2860669.0,1.3333333333333333,1.0,0.14656162738301845,0.014984414413002311,0.014150943396226415,0.027387766176826304,0.028718044322910252,7.422955714036122,0.44133014855465685,0.3737407641876745,0.8537735849056604,7.440904668739655,0.37126901667546314,0.030608004545493298,0.027969633585191774,0.0531670331792846,0.17124546818333233,0.018867924528301886,0.047953598706031476,0.17368474753893468,0.022099447513812154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bb9230a8869b10001012321,q5
36.44,640.0,480.0,30.0,1093.0,479717.0,2811089.0,1.3333333333333333,1.0,0.155525307716444,0.010792567863898067,0.01639344262295082,0.027154472671254388,0.03214000155992018,6.994558455225836,0.3160923147520366,0.36435507691739427,0.7978142076502732,7.001444222761856,0.36445296080849165,0.03234499848886425,0.028945268418835855,0.04728289194966933,0.18704639507072826,0.0273224043715847,0.047010106055963174,0.17764425190765673,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bb9230a8869b10001012321,q6
103.96,640.0,480.0,30.0,3118.0,364908.0,6513657.0,1.3333333333333333,1.0,0.09977131194904003,0.002083980522957309,0.08846153846153847,0.016237621278958433,0.03676416747454586,7.099640270695503,0.8423311267189026,0.36863203855318344,0.8115384615384615,7.15864762520187,0.3695171309955456,0.03941923697560424,0.017356074937845054,0.053545621620067464,0.9356848564633271,0.09807692307692308,0.057666041772198626,0.9603523192398903,0.10426540284360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bbc18010cb04c00015025ce,q1
112.42,640.0,480.0,30.0,3372.0,382597.0,7289358.0,1.3333333333333333,1.0,0.09588760030576662,0.0027062896330387522,0.08718861209964412,0.01881266315826,0.037056362892691326,7.083688042439334,0.8958233879425047,0.36453678248284666,0.7758007117437722,7.117104784592269,0.36467989691020064,0.038601270204099716,0.020262192621066627,0.05418448555820686,2.8783424339428527,0.08896797153024912,0.052341634668529695,3.533046732396173,0.09862385321100918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bbc18010cb04c00015025ce,q2
120.56,640.0,480.0,30.0,3616.0,373585.0,7682101.0,1.3333333333333333,1.0,0.09275008687016918,0.001768922351110781,0.06301824212271974,0.017759429393220158,0.03494727707568463,6.992265782995481,0.7407987053761128,0.3596385096796601,0.8341625207296849,7.045411489656852,0.3599960131789653,0.037269608804269994,0.0194493564901754,0.04576626873486127,1.9593038876093953,0.06799336650082918,0.046289665602462,2.1718562034455964,0.073558648111332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bbc18010cb04c00015025ce,q3
111.72,640.0,480.0,30.0,3351.0,382250.0,7238953.0,1.3333333333333333,1.0,0.09216756902666691,0.001962056293387443,0.07334525939177101,0.021217154559748017,0.03711807997795352,7.053609255653736,0.8295841565467104,0.3576649474161747,0.8014311270125224,7.063570180374072,0.35788317501552863,0.03855451253835059,0.0231377621926146,0.04993616495274803,1.2118395449180699,0.07513416815742398,0.048336369126770154,1.3568705677707322,0.07589285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bbc18010cb04c00015025ce,q4
113.12,640.0,480.0,30.0,3393.0,408661.0,7705992.0,1.3333333333333333,1.0,0.09502887513709925,0.002673950897871296,0.0706713780918728,0.027514455217469497,0.038114052450087345,7.124494108580525,0.8298789439844304,0.3584200194205552,0.8215547703180212,7.133119867993609,0.3585380900398789,0.0391527583662413,0.029321007350140947,0.04992074136132003,0.6148498273762987,0.07597173144876325,0.04966857715259678,0.6514453943445773,0.08172043010752689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bbc18010cb04c00015025ce,q5
90.76,640.0,480.0,30.0,2722.0,403976.0,6129440.0,1.3333333333333333,1.0,0.09260751667884387,0.0018766519213081212,0.08149779735682819,0.024563718784649295,0.03816706980709403,6.953808617254852,0.8544614629421737,0.3630195928539082,0.8634361233480177,6.967591323734182,0.36375462903432565,0.039814080175128386,0.025676583321580237,0.05055108526488994,2.374362619995921,0.08149779735682819,0.050170957375258174,2.596380766170241,0.08673469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bbc18010cb04c00015025ce,q6
35.66,640.0,480.0,30.0,1069.0,372506.0,2270539.0,1.3333333333333333,1.0,0.16102683370523144,0.009235373807654436,0.3743016759776536,0.03820119514923731,0.025418291827684018,6.773898686820938,1.0906024003982446,0.350028084346196,0.6815642458100558,6.725462247890737,0.34859325196574814,0.029739707525972065,0.04392049357283399,0.10477317561899759,1.910557490676925,0.36312849162011174,0.10414040302425999,2.333538723171238,0.4016393442622951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bc5fe53a7b320000113c150,q1
164.42,640.0,480.0,30.0,4932.0,353808.0,10075517.0,1.3333333333333333,1.0,0.12508604231742862,0.023780804338591685,0.17883211678832117,0.026378600493947805,0.00821110160558391,7.3584802715669175,0.7643565149229615,0.3330865130614018,0.24209245742092458,7.287874920914837,0.36384890331708614,0.02514331026634211,0.04010022518103796,0.1303224072760436,1.100263526542335,0.6739659367396593,0.08681650203409845,2.3500303581693207,0.31155778894472363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bc5fe53a7b320000113c150,q2
80.52,640.0,480.0,30.0,2415.0,383484.0,5232758.0,1.3333333333333333,1.0,0.16284125996905582,0.00979146439623568,0.11166253101736973,0.03519998150573166,0.032631513729408416,7.493273793886992,0.8825675022791307,0.350544159708442,0.8833746898263027,7.509417004023683,0.3503344170258498,0.03309887694035819,0.03532443668515756,0.13090150556643984,4.153268547057041,0.20595533498759305,0.12974921390536515,3.1974632238983425,0.20224719101123595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bc5fe53a7b320000113c150,q3
99.52,640.0,480.0,30.0,2985.0,385849.0,6496002.0,1.3333333333333333,1.0,0.16228914609494322,0.005852041569942399,0.15461847389558234,0.037825008957877285,0.031034115571959377,7.340923983732534,0.8277752543342392,0.3594926708760608,0.9216867469879518,7.354862249093192,0.3589532721556789,0.030420353043260785,0.03830986730776225,0.148414975969874,3.168942950495719,0.1465863453815261,0.15165465240144294,3.349028363057335,0.14596949891067537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bc5fe53a7b320000113c150,q4
59.62,640.0,480.0,30.0,1788.0,388448.0,3909836.0,1.3333333333333333,1.0,0.16906562159967234,0.005586472862179483,0.1610738255033557,0.04538153992048471,0.024985197209303006,8.18143012691522,0.9740920156066055,0.3491353952366132,0.8422818791946308,8.235361928114928,0.34693136462703095,0.023689827421823833,0.04703637237660287,0.11628754043702973,4.15275829008115,0.15771812080536912,0.11919743045654314,4.642068521980602,0.13545816733067728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bc5fe53a7b320000113c150,q5
55.19,640.0,480.0,30.0,1655.0,395272.0,3667497.0,1.3333333333333333,1.0,0.16186051352695555,0.007181236759247061,0.35144927536231885,0.06033746724365644,0.036371617150871255,7.384221341034697,1.2157448169092697,0.3574047117411389,0.822463768115942,7.384173732260448,0.356018406652762,0.03594125495944512,0.06409495830369628,0.09905110434190495,2.5124983464253994,0.31521739130434784,0.09842441617587326,2.8969191099724267,0.32599118942731276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bc5fe53a7b320000113c150,q6
34.32,640.0,480.0,30.0,1029.0,396962.0,2289688.0,1.3333333333333333,1.0,0.15493033217766344,0.010843794679309607,0.11627906976744186,0.042326740554801824,0.013388224550784263,6.528107541553354,0.707048872407165,0.34647910349533645,0.622093023255814,6.554276156198165,0.34129053208119936,0.015913471983859735,0.05152953933620498,0.05755042322149666,0.5529500033117521,0.14534883720930233,0.058999308138401194,0.7839062127293406,0.16822429906542055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bd49bcc25db7b0001794063,q1
33.12,640.0,480.0,30.0,993.0,391776.0,2187629.0,1.3333333333333333,1.0,0.1651476373614073,0.008222109148731269,0.19879518072289157,0.03599076203891006,0.010968872691473066,6.337548645665159,1.0049136858140764,0.35072090739362366,0.6204819277108434,6.155888917303797,0.3469452403888662,0.013808879962893332,0.04507325038086834,0.06017967603781455,0.7954774620653924,0.19879518072289157,0.05181217263431756,1.0842419608036484,0.23300970873786409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bd49bcc25db7b0001794063,q2
32.02,640.0,480.0,30.0,960.0,382704.0,2078745.0,1.3333333333333333,1.0,0.16534133653045585,0.005910100848572938,0.06875,0.038397361836775695,0.01289718649056679,6.532084923893555,0.690369470935383,0.3503929511539715,0.68125,6.634554106886131,0.3434686849781046,0.016746100281951233,0.049524679785835996,0.07032909074663449,0.36214443922841666,0.0875,0.08741215632662215,0.47415421334282076,0.11926605504587157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bd49bcc25db7b0001794063,q3
35.59,640.0,480.0,30.0,1067.0,403529.0,2402985.0,1.3333333333333333,1.0,0.17168575883573206,0.01289915924664465,0.2303370786516854,0.03784529823958512,0.017073634236824935,6.353520717324666,0.9168567318167417,0.34191267125001745,0.7359550561797753,6.4635425895467,0.3379950240270729,0.020752793925170453,0.044303855677881546,0.05192329339141029,1.029219903766328,0.23595505617977527,0.0595533810940481,0.8160978154298713,0.22137404580152673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bd49bcc25db7b0001794063,q4
38.12,640.0,480.0,30.0,1143.0,362343.0,2378450.0,1.3333333333333333,1.0,0.16674466249491854,0.005756088106845456,0.16753926701570682,0.027072967502346917,0.02132198323536892,6.4730472273190856,0.8729801881490291,0.3330538187317531,0.837696335078534,6.530308164779595,0.33264540851241414,0.02281067097203638,0.028599951155363033,0.05960637941285827,0.9668657820613654,0.17277486910994763,0.06203367319845361,0.8849926195228507,0.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bd49bcc25db7b0001794063,q5
44.82,640.0,480.0,30.0,1344.0,410015.0,3061887.0,1.3333333333333333,1.0,0.16383354647257745,0.006243764042237688,0.15178571428571427,0.041410059221317956,0.018337504875835773,6.351361705764879,0.7711670992062313,0.33908582578027563,0.78125,6.372416415644419,0.3360903504739138,0.02124562592869177,0.04496457739057298,0.052284900115212585,0.615392896631769,0.18303571428571427,0.055183329591599314,0.7181818839769121,0.2057142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bd49bcc25db7b0001794063,q6
44.56,640.0,480.0,30.0,1336.0,553167.0,3817488.0,1.3333333333333333,1.0,0.02906996515338478,0.0005780492674768893,0.242152466367713,0.018957258206893028,0.025398547230970146,7.952465519763063,0.33311674922371287,0.330988189470493,0.874439461883408,7.9556036091611295,0.3319846201719225,0.026431932290181984,0.0190329515278979,0.05338453552834186,0.5196263418950002,0.6995515695067265,0.05493590734784875,0.5291960426562018,0.717948717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdcd88176d6d50001bc3849,q1
53.18,640.0,480.0,30.0,1595.0,542089.0,4322422.0,1.3333333333333333,1.0,0.029056125336963327,0.0006458254089360628,0.24812030075187969,0.02305321566797129,0.019947468251111076,7.812559502716471,0.25423651001282993,0.3342338143536944,0.6954887218045113,7.794172238731047,0.3349431382416364,0.020804586942152925,0.026325629393788352,0.04005993897368979,0.47661137604017956,0.6541353383458647,0.04296071289560937,0.5140345240152417,0.7243243243243244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdcd88176d6d50001bc3849,q2
69.98,640.0,480.0,30.0,2099.0,559858.0,6083984.0,1.3333333333333333,1.0,0.02777835136017516,0.0007144951679975468,0.35428571428571426,0.02844066780110604,0.02254183627610208,8.065302985803402,0.3153725921765935,0.3269633212649407,0.9257142857142857,8.058399946449217,0.3264369036219648,0.0225850015610975,0.02910773724355909,0.05088549416081204,0.7667213549838994,0.8228571428571428,0.05055711974862046,0.7651931275652099,0.8179012345679012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdcd88176d6d50001bc3849,q3
70.6,640.0,480.0,30.0,2118.0,542449.0,5988551.0,1.3333333333333333,1.0,0.026921414275872954,0.0007439478750377633,0.26912181303116145,0.029250979878895758,0.02127719486651054,8.2139395541795,0.2775129560803652,0.323003984268479,0.9320113314447592,8.216586501003203,0.32269896409699406,0.02142343684524666,0.029537430274619025,0.043238897011607894,0.714660554195548,0.7988668555240793,0.043789886056942215,0.7290780423506925,0.8206686930091185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdcd88176d6d50001bc3849,q4
75.72,640.0,480.0,30.0,2271.0,538570.0,6383942.0,1.3333333333333333,1.0,0.02643357936453987,0.000706013672697933,0.2532981530343008,0.034803481349876056,0.023441328192529653,8.029278563703796,0.2920705583368455,0.32725247378636346,0.8786279683377308,8.010101728125838,0.3266936174766423,0.023077035465302584,0.03551867454091013,0.036604296168068734,0.596856766317037,0.7255936675461742,0.03561181207881679,0.6098947178394347,0.7297297297297297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdcd88176d6d50001bc3849,q5
93.66,640.0,480.0,30.0,2809.0,539244.0,7892269.0,1.3333333333333333,1.0,0.025687590093273312,0.0007524477820252301,0.43070362473347545,0.0470751533709902,0.027544378650554528,7.778941694404694,0.3198217298835856,0.3394921906550444,0.8272921108742004,7.762474127332889,0.3392239618076714,0.027683716849062328,0.048470367691395545,0.043750390997320567,0.6540788103561371,0.7867803837953091,0.04414117998341193,0.6480430791835844,0.7938144329896907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdcd88176d6d50001bc3849,q6
69.42,640.0,480.0,30.0,2082.0,554579.0,5996099.0,1.3333333333333333,1.0,0.07086296087946076,0.004640930070614814,0.11815561959654179,0.027828567253210045,0.04102722505953427,8.347528697283286,0.8511524318643903,0.4041698555531,0.5965417867435159,8.416076966673154,0.4014170781708657,0.06011441579999482,0.03426487712295912,0.09952845327877373,0.1262181945449232,0.08645533141210375,0.11034334293529932,0.13901583564878112,0.0966183574879227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdf5d0d14b3cd00019d99a3,q1
81.79,640.0,480.0,30.0,2453.0,525724.0,6769812.0,1.3333333333333333,1.0,0.071009148167093,0.0049417362870797,0.1393643031784841,0.04339469146675101,0.034039654693214794,7.591869832345055,0.8117892201152322,0.41929142462175334,0.4889975550122249,7.594313538076756,0.4164163874287772,0.053935139528963824,0.05496450625967223,0.09095110732944044,0.18713673907689654,0.17603911980440098,0.09124211271955023,0.1823976939979299,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdf5d0d14b3cd00019d99a3,q2
66.49,640.0,480.0,30.0,1994.0,488114.0,5191475.0,1.3333333333333333,1.0,0.06878385108067395,0.005137708641442199,0.1831831831831832,0.055311162485859246,0.049508014915798634,7.885263843582812,0.8440762521364356,0.41615398977002027,0.5915915915915916,7.814068765736677,0.415720775884868,0.06165046543597318,0.06594309542825316,0.09695940427098987,0.14144092299606,0.09309309309309309,0.09632006505290329,0.1356408625876805,0.09137055837563451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdf5d0d14b3cd00019d99a3,q3
55.02,640.0,480.0,30.0,1650.0,545520.0,4691082.0,1.3333333333333333,1.0,0.07075122641628122,0.004404580961115365,0.18181818181818182,0.05140589057807077,0.05688229520690818,8.091752200183446,0.9891959530432134,0.4101055852709396,0.72,8.118975358849301,0.41140991259135734,0.07056480291181408,0.05574626584518557,0.09783224631474148,0.16107027004653213,0.10909090909090909,0.09592687374551502,0.18273753728224934,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdf5d0d14b3cd00019d99a3,q4
62.36,640.0,480.0,30.0,1870.0,466814.0,4700628.0,1.3333333333333333,1.0,0.07290241352704056,0.0032253332890834338,0.20512820512820512,0.04585297352878776,0.059265863298138356,8.081836469772274,1.0271343099206158,0.4157748028608149,0.7147435897435898,8.214238350874766,0.41470472495197996,0.07122453836326821,0.05034358841039546,0.10551861014850945,0.19641741734351256,0.125,0.11492447004285312,0.2092619722545337,0.13901345291479822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdf5d0d14b3cd00019d99a3,q5
74.22,640.0,480.0,30.0,2226.0,560635.0,6466083.0,1.3333333333333333,1.0,0.07049058512829695,0.004514441184787258,0.07816711590296496,0.06160920596739871,0.05328914887638475,8.055610381804033,0.6953367453591836,0.4054775214180063,0.8787061994609164,8.07493301716294,0.40502599040003795,0.05807332535639072,0.06425578980323157,0.0854406504682592,0.13024425618267535,0.08355795148247978,0.08973154437602089,0.13530826906447407,0.08895705521472393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5bdf5d0d14b3cd00019d99a3,q6
